Date,Sales
1/1/2016,1154.12
1/1/2016,664.4704
1/1/2016,1048.168
1/1/2016,1407.648
1/1/2016,491.92
1/1/2016,364.0208
1/1/2016,677.336
1/1/2016,644.0368
1/1/2016,1120.064
1/1/2016,977.0288
1/1/2016,998.976
1/1/2016,664.4704
1/1/2016,1008.0576
1/1/2016,1002.0032
1/1/2016,836.264
1/1/2016,1110.9824
1/1/2016,638.7392
1/1/2016,644.0368
1/1/2016,533.544
1/1/2016,534.3008
1/1/2016,1120.064
1/1/2016,1048.168
1/1/2016,998.976
1/1/2016,605.44
1/1/2016,681.12
1/1/2016,776.4768
1/1/2016,998.976
1/1/2016,687.9312
1/1/2016,1227.5296
1/1/2016,997.4624
1/1/2016,1711.1248
1/1/2016,1997.952
1/1/2016,998.976
1/1/2016,687.9312
1/1/2016,1008.0576
1/1/2016,597.1152
1/1/2016,955.0816
1/1/2016,1120.064
1/1/2016,1154.12
1/1/2016,644.0368
1/1/2016,644.0368
1/1/2016,998.976
1/1/2016,1291.1008
1/1/2016,1110.9824
1/1/2016,629.6576
1/1/2016,809.0192
1/1/2016,1325.9136
1/1/2016,775.72
1/1/2016,605.44
1/1/2016,671.2816
1/1/2016,958.8656
1/1/2016,1008.0576
1/1/2016,617.5488
1/1/2016,1059.52
1/1/2016,607.7104
1/1/2016,1059.52
1/1/2016,632.6848
1/1/2016,1156.3904
1/1/2016,1527.2224
1/1/2016,998.976
1/1/2016,516.8944
1/1/2016,730.312
1/1/2016,1008.0576
1/1/2016,836.264
1/1/2016,997.4624
1/1/2016,853.6704
1/1/2016,1008.0576
1/1/2016,1008.0576
1/1/2016,1521.9248
1/1/2016,977.0288
1/1/2016,655.3888
1/1/2016,998.976
1/1/2016,1154.12
1/1/2016,1302.4528
1/1/2016,605.44
1/1/2016,762.0976
1/1/2016,1154.12
1/1/2016,672.0384
1/1/2016,465.432
1/1/2016,998.976
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,1043.6272
1/1/2016,1120.064
1/1/2016,1110.9824
1/1/2016,1008.0576
1/1/2016,655.3888
1/1/2016,998.976
1/1/2016,1521.9248
1/1/2016,638.7392
1/1/2016,1120.064
1/1/2016,664.4704
1/1/2016,655.3888
1/1/2016,664.4704
1/1/2016,977.0288
1/1/2016,1481.8144
1/1/2016,644.0368
1/1/2016,1008.0576
1/1/2016,533.544
1/1/2016,762.0976
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,1475.76
1/1/2016,664.4704
1/1/2016,617.5488
1/1/2016,998.976
1/1/2016,1379.6464
1/1/2016,989.1376
1/1/2016,1120.064
1/1/2016,698.5264
1/1/2016,1008.0576
1/1/2016,978.5424
1/1/2016,676.5792
1/1/2016,698.5264
1/1/2016,1524.1952
1/1/2016,1008.0576
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,1997.952
1/1/2016,1043.6272
1/1/2016,698.5264
1/1/2016,698.5264
1/1/2016,1232.0704
1/1/2016,1328.9408
1/1/2016,1017.1392
1/1/2016,368.5616
1/1/2016,368.5616
1/1/2016,1928.3264
1/1/2016,1711.1248
1/1/2016,1359.9696
1/1/2016,698.5264
1/1/2016,1008.0576
1/1/2016,1008.0576
1/1/2016,1058.0064
1/1/2016,998.976
1/1/2016,664.4704
1/1/2016,671.2816
1/1/2016,762.0976
1/1/2016,998.976
1/1/2016,1526.4656
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,1265.3696
1/1/2016,1471.976
1/1/2016,1428.0816
1/1/2016,1997.952
1/1/2016,998.976
1/1/2016,698.5264
1/1/2016,762.0976
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,664.4704
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,977.0288
1/1/2016,1154.12
1/1/2016,1079.1968
1/1/2016,616.792
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,368.5616
1/1/2016,478.2976
1/1/2016,1232.0704
1/1/2016,959.6224
1/1/2016,1008.0576
1/1/2016,687.9312
1/1/2016,1043.6272
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,698.5264
1/1/2016,1008.0576
1/1/2016,644.0368
1/1/2016,1711.1248
1/1/2016,762.0976
1/1/2016,998.976
1/1/2016,1043.6272
1/1/2016,1008.0576
1/1/2016,664.4704
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,698.5264
1/1/2016,617.5488
1/1/2016,977.0288
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,1997.952
1/1/2016,2016.1152
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,762.0976
1/1/2016,998.976
1/1/2016,1428.0816
1/1/2016,664.4704
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,1526.4656
1/1/2016,1232.0704
1/1/2016,671.2816
1/1/2016,698.5264
1/1/2016,762.0976
1/1/2016,836.264
1/1/2016,1471.976
1/1/2016,1331.2112
1/1/2016,840.048
1/1/2016,664.4704
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,632.6848
1/1/2016,510.84
1/1/2016,998.976
1/1/2016,617.5488
1/1/2016,698.5264
1/1/2016,1331.968
1/1/2016,616.792
1/1/2016,1331.968
1/1/2016,1928.3264
1/1/2016,676.5792
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,698.5264
1/1/2016,1029.248
1/1/2016,756.8
1/1/2016,698.5264
1/1/2016,1008.0576
1/1/2016,698.5264
1/1/2016,1008.0576
1/1/2016,1110.9824
1/1/2016,693.9856
1/1/2016,478.2976
1/1/2016,763.6112
1/1/2016,892.2672
1/1/2016,998.976
1/1/2016,698.5264
1/1/2016,1154.12
1/1/2016,644.0368
1/1/2016,803.7216
1/1/2016,1008.0576
1/1/2016,1000.4896
1/1/2016,1154.12
1/1/2016,644.0368
1/1/2016,998.976
1/1/2016,473
1/1/2016,740.9072
1/1/2016,1110.9824
1/1/2016,698.5264
1/1/2016,955.0816
1/1/2016,998.976
1/1/2016,605.44
1/1/2016,1210.1232
1/1/2016,1008.0576
1/1/2016,1043.6272
1/1/2016,916.4848
1/1/2016,1157.1472
1/1/2016,935.4048
1/1/2016,1042.1136
1/1/2016,1042.1136
1/1/2016,1344.0768
1/1/2016,606.1968
1/1/2016,660.6864
1/1/2016,762.0976
1/1/2016,1110.9824
1/1/2016,1110.9824
1/1/2016,698.5264
1/1/2016,1110.9824
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1439.4336
1/1/2016,698.5264
1/1/2016,1282.776
1/1/2016,1521.9248
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,616.792
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,1110.9824
1/1/2016,892.2672
1/1/2016,2673.0176
1/1/2016,1428.0816
1/1/2016,762.0976
1/1/2016,564.5728
1/1/2016,998.976
1/1/2016,1120.064
1/1/2016,1506.032
1/1/2016,998.976
1/1/2016,1428.0816
1/1/2016,762.0976
1/1/2016,998.976
1/1/2016,1997.952
1/1/2016,616.792
1/1/2016,865.7792
1/1/2016,1542.3584
1/1/2016,1008.0576
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,1117.551424
1/1/2016,1043.6272
1/1/2016,633.4416
1/1/2016,584.2496
1/1/2016,508.5696
1/1/2016,644.0368
1/1/2016,809.0192
1/1/2016,655.3888
1/1/2016,762.0976
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,1379.6464
1/1/2016,1328.9408
1/1/2016,762.0976
1/1/2016,762.0976
1/1/2016,955.0816
1/1/2016,762.0976
1/1/2016,1008.0576
1/1/2016,664.4704
1/1/2016,676.5792
1/1/2016,606.1968
1/1/2016,641.7664
1/1/2016,1034.5456
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,1110.9824
1/1/2016,1997.952
1/1/2016,1008.0576
1/1/2016,856.6976
1/1/2016,664.4704
1/1/2016,1338.0224
1/1/2016,853.6704
1/1/2016,1008.0576
1/1/2016,955.0816
1/1/2016,998.976
1/1/2016,605.44
1/1/2016,641.7664
1/1/2016,2354.4048
1/1/2016,970.2176
1/1/2016,1120.064
1/1/2016,2514.0896
1/1/2016,1338.0224
1/1/2016,2724.48
1/1/2016,1008.0576
1/1/2016,1008.0576
1/1/2016,762.0976
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1154.12
1/1/2016,606.1968
1/1/2016,1110.9824
1/1/2016,585.0064
1/1/2016,518.408
1/1/2016,1120.064
1/1/2016,998.976
1/1/2016,871.8336
1/1/2016,1008.0576
1/1/2016,1120.064
1/1/2016,771.936
1/1/2016,518.408
1/1/2016,606.1968
1/1/2016,518.408
1/1/2016,672.0384
1/1/2016,1044.384
1/1/2016,840.048
1/1/2016,681.12
1/1/2016,908.16
1/1/2016,698.5264
1/1/2016,1008.0576
1/1/2016,809.0192
1/1/2016,1428.0816
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,1331.968
1/1/2016,853.6704
1/1/2016,1043.6272
1/1/2016,698.5264
1/1/2016,698.5264
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,987.624
1/1/2016,743.1776
1/1/2016,676.5792
1/1/2016,998.976
1/1/2016,4994.88
1/1/2016,368.5616
1/1/2016,762.0976
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1238.8816
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1110.9824
1/1/2016,639.496
1/1/2016,639.496
1/1/2016,703.824
1/1/2016,665.984
1/1/2016,1111.7392
1/1/2016,1331.968
1/1/2016,1110.9824
1/1/2016,1008.0576
1/1/2016,550.9504
1/1/2016,1008.0576
1/1/2016,1154.12
1/1/2016,1008.0576
1/1/2016,1362.24
1/1/2016,998.976
1/1/2016,1008.0576
1/1/2016,836.264
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,998.976
1/1/2016,763.6112
1/1/2016,665.984
1/1/2016,1008.0576
1/1/2016,1110.9824
1/1/2016,998.976
1/1/2016,1120.064
1/1/2016,1043.6272
1/1/2016,892.2672
1/1/2016,664.4704
1/1/2016,740.9072
1/1/2016,698.5264
1/1/2016,998.976
1/1/2016,1110.9824
1/1/2016,655.3888
1/1/2016,609.9808
1/1/2016,1008.0576
1/1/2016,1008.0576
1/1/2016,843.832
1/1/2016,866.536
1/1/2016,1008.0576
1/1/2016,998.976
1/1/2016,1154.12
1/1/2016,766.6384
1/1/2016,1120.064
1/1/2016,853.6704
1/1/2016,977.0288
1/1/2016,1319.8592
1/1/2016,641.7664
1/1/2016,606.1968
1/1/2016,1008.0576
1/1/2016,841.5616
1/1/2016,675.8224
1/1/2016,931.6208
1/1/2016,407.9152
1/1/2016,665.984
1/1/2016,675.8224
1/1/2016,682.6336
1/1/2016,896.0512
1/1/2016,959.6224
1/1/2016,931.6208
1/1/2016,420.7808
1/1/2016,457.864
1/1/2016,728.0416
1/1/2016,931.6208
1/1/2016,500.2448
1/1/2016,662.2
1/1/2016,959.6224
1/1/2016,561.5456
1/1/2016,1074.656
1/1/2016,1202.5552
1/1/2016,2335.4848
1/1/2016,388.9952
1/1/2016,1016.3824
1/1/2016,1030.7616
1/1/2016,1596.0912
1/1/2016,915.728
1/1/2016,1036.816
1/1/2016,2073.632
1/1/2016,647.8208
1/1/2016,378.4
1/1/2016,1044.384
1/1/2016,1036.816
1/1/2016,932.3776
1/1/2016,1044.384
1/1/2016,1353.1584
1/1/2016,1036.816
1/1/2016,4177.536
1/1/2016,1162.4448
1/1/2016,1353.1584
1/1/2016,1134.4432
1/1/2016,861.2384
1/1/2016,395.0496
1/1/2016,462.4048
1/1/2016,1485.5984
1/1/2016,1485.5984
1/1/2016,548.68
1/1/2016,1499.9776
1/1/2016,981.5696
1/1/2016,981.5696
1/1/2016,991.408
1/1/2016,625.1168
1/1/2016,1104.1712
1/1/2016,981.5696
1/1/2016,981.5696
1/1/2016,1036.0592
1/1/2016,716.6896
1/1/2016,893.7808
1/1/2016,791.6128
1/1/2016,708.3648
1/1/2016,490.4064
1/1/2016,1122.3344
1/1/2016,1044.384
1/1/2016,1485.5984
1/1/2016,1090.5488
1/1/2016,581.2224
1/1/2016,603.9264
1/1/2016,1162.4448
1/1/2016,791.6128
1/1/2016,1162.4448
1/1/2016,780.2608
1/1/2016,780.2608
1/1/2016,1036.816
1/1/2016,1044.384
1/1/2016,951.2976
1/1/2016,497.2176
1/1/2016,623.6032
1/1/2016,582.736
1/1/2016,1443.9744
1/1/2016,1122.3344
1/1/2016,488.8928
1/1/2016,620.576
1/1/2016,620.576
1/1/2016,1036.816
1/1/2016,684.904
1/1/2016,385.2112
1/1/2016,571.384
1/1/2016,1044.384
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,513.1104
1/1/2016,2073.632
1/1/2016,3133.152
1/1/2016,722.744
1/1/2016,1229.0432
1/1/2016,711.392
1/1/2016,1987.3568
1/1/2016,2061.5232
1/1/2016,1008.0576
1/1/2016,1048.168
1/1/2016,940.7024
1/1/2016,1958.5984
1/1/2016,2091.7952
1/1/2016,982.3264
1/1/2016,363.264
1/1/2016,993.6784
1/1/2016,935.4048
1/1/2016,423.0512
1/1/2016,959.6224
1/1/2016,728.0416
1/1/2016,450.296
1/1/2016,561.5456
1/1/2016,943.7296
1/1/2016,4670.9696
1/1/2016,1400.8368
1/1/2016,1185.1488
1/1/2016,1149.5792
1/1/2016,774.9632
1/1/2016,993.6784
1/1/2016,986.1104
1/1/2016,627.3872
1/1/2016,591.0608
1/1/2016,627.3872
1/1/2016,591.0608
1/1/2016,1135.2
1/1/2016,850.6432
1/1/2016,1039.8432
1/1/2016,3345.056
1/1/2016,1221.4752
1/1/2016,1363.7536
1/1/2016,876.3744
1/1/2016,1213.1504
1/1/2016,1213.1504
1/1/2016,1080.7104
1/1/2016,628.9008
1/1/2016,1020.1664
1/1/2016,1104.1712
1/1/2016,597.1152
1/1/2016,991.408
1/1/2016,940.7024
1/1/2016,432.8896
1/1/2016,504.7856
1/1/2016,718.2032
1/1/2016,1167.7424
1/1/2016,1350.1312
1/1/2016,1260.072
1/1/2016,1062.5472
1/1/2016,1797.4
1/1/2016,765.1248
1/1/2016,1812.536
1/1/2016,609.224
1/1/2016,961.136
1/1/2016,1125.3616
1/1/2016,602.4128
1/1/2016,525.976
1/1/2016,1044.384
1/1/2016,1162.4448
1/1/2016,1044.384
1/1/2016,1504.5184
1/1/2016,1207.8528
1/1/2016,1029.248
1/1/2016,1142.768
1/1/2016,712.1488
1/1/2016,643.28
1/1/2016,882.4288
1/1/2016,979.2992
1/1/2016,561.5456
1/1/2016,363.264
1/1/2016,471.4864
1/1/2016,1351.6448
1/1/2016,471.4864
1/1/2016,1142.768
1/1/2016,1782.264
1/1/2016,1305.48
1/1/2016,920.2688
1/1/2016,1036.816
1/1/2016,1527.2224
1/1/2016,1044.384
1/1/2016,749.9888
1/1/2016,828.696
1/1/2016,780.2608
1/1/2016,2695.7216
1/1/2016,1126.1184
1/1/2016,1263.856
1/1/2016,1503.0048
1/1/2016,395.0496
1/1/2016,876.3744
1/1/2016,716.6896
1/1/2016,981.5696
1/1/2016,1447.7584
1/1/2016,981.5696
1/1/2016,455.5936
1/1/2016,2203.8016
1/1/2016,1797.4
1/1/2016,490.4064
1/1/2016,1596.0912
1/1/2016,1259.3152
1/1/2016,567.6
1/1/2016,582.736
1/1/2016,751.5024
1/1/2016,488.8928
1/1/2016,488.8928
1/1/2016,684.904
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,823.3984
1/1/2016,1162.4448
1/1/2016,892.2672
1/1/2016,984.5968
1/1/2016,982.3264
1/1/2016,363.264
1/1/2016,936.1616
1/1/2016,663.7136
1/1/2016,814.3168
1/1/2016,993.6784
1/1/2016,1182.1216
1/1/2016,981.5696
1/1/2016,1071.6288
1/1/2016,1162.4448
1/1/2016,2075.1456
1/1/2016,1243.4224
1/1/2016,3323.8656
1/1/2016,597.1152
1/1/2016,981.5696
1/1/2016,981.5696
1/1/2016,981.5696
1/1/2016,611.4944
1/1/2016,880.9152
1/1/2016,1262.3424
1/1/2016,581.2224
1/1/2016,525.2192
1/1/2016,597.1152
1/1/2016,1115.5232
1/1/2016,1036.816
1/1/2016,1369.808
1/1/2016,1044.384
1/1/2016,1797.4
1/1/2016,645.5504
1/1/2016,1044.384
1/1/2016,2212.8832
1/1/2016,684.904
1/1/2016,376.1296
1/1/2016,370.832
1/1/2016,390.5088
1/1/2016,507.056
1/1/2016,1987.3568
1/1/2016,2290.0768
1/1/2016,882.4288
1/1/2016,1958.5984
1/1/2016,1498.464
1/1/2016,776.4768
1/1/2016,363.264
1/1/2016,928.5936
1/1/2016,740.9072
1/1/2016,936.1616
1/1/2016,915.728
1/1/2016,634.1984
1/1/2016,656.9024
1/1/2016,815.8304
1/1/2016,777.9904
1/1/2016,791.6128
1/1/2016,1555.9808
1/1/2016,703.0672
1/1/2016,990.6512
1/1/2016,709.1216
1/1/2016,733.3392
1/1/2016,552.464
1/1/2016,2058.496
1/1/2016,1127.632
1/1/2016,1781.5072
1/1/2016,1257.8016
1/1/2016,1044.384
1/1/2016,1036.816
1/1/2016,666.7408
1/1/2016,1036.816
1/1/2016,591.8176
1/1/2016,728.7984
1/1/2016,818.8576
1/1/2016,932.3776
1/1/2016,1021.68
1/1/2016,1419.7568
1/1/2016,1045.1408
1/1/2016,1187.4192
1/1/2016,1347.8608
1/1/2016,3095.312
1/1/2016,428.3488
1/1/2016,491.92
1/1/2016,2252.2368
1/1/2016,564.5728
1/1/2016,3323.8656
1/1/2016,1680.096
1/1/2016,964.1632
1/1/2016,2184.1248
1/1/2016,2252.2368
1/1/2016,5055.424
1/1/2016,940.7024
1/1/2016,791.6128
1/1/2016,1104.1712
1/1/2016,1104.1712
1/1/2016,597.1152
1/1/2016,981.5696
1/1/2016,804.4784
1/1/2016,650.0912
1/1/2016,981.5696
1/1/2016,981.5696
1/1/2016,932.3776
1/1/2016,490.4064
1/1/2016,626.6304
1/1/2016,1162.4448
1/1/2016,1106.4416
1/1/2016,602.4128
1/1/2016,513.1104
1/1/2016,1478.7872
1/1/2016,815.8304
1/1/2016,962.6496
1/1/2016,1044.384
1/1/2016,1044.384
1/1/2016,653.8752
1/1/2016,684.904
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,471.4864
1/1/2016,466.9456
1/1/2016,4177.536
1/1/2016,1487.112
1/1/2016,1487.112
1/1/2016,1030.7616
1/1/2016,1036.816
1/1/2016,506.2992
1/1/2016,376.1296
1/1/2016,1504.5184
1/1/2016,1483.328
1/1/2016,873.3472
1/1/2016,946
1/1/2016,376.1296
1/1/2016,781.0176
1/1/2016,370.832
1/1/2016,702.3104
1/1/2016,753.016
1/1/2016,1340.2928
1/1/2016,1419.7568
1/1/2016,1092.8192
1/1/2016,771.1792
1/1/2016,935.4048
1/1/2016,1074.656
1/1/2016,423.0512
1/1/2016,896.0512
1/1/2016,450.296
1/1/2016,561.5456
1/1/2016,791.6128
1/1/2016,900.592
1/1/2016,385.968
1/1/2016,388.9952
1/1/2016,728.0416
1/1/2016,1058.7632
1/1/2016,1400.8368
1/1/2016,555.4912
1/1/2016,348.128
1/1/2016,1611.984
1/1/2016,1499.9776
1/1/2016,1261.5856
1/1/2016,1783.7776
1/1/2016,959.6224
1/1/2016,404.1312
1/1/2016,496.4608
1/1/2016,617.5488
1/1/2016,454.8368
1/1/2016,893.024
1/1/2016,455.5936
1/1/2016,625.1168
1/1/2016,1158.6608
1/1/2016,597.1152
1/1/2016,1044.384
1/1/2016,2088.768
1/1/2016,1162.4448
1/1/2016,1331.968
1/1/2016,1162.4448
1/1/2016,567.6
1/1/2016,582.736
1/1/2016,951.2976
1/1/2016,1044.384
1/1/2016,529.76
1/1/2016,529.76
1/1/2016,489.6496
1/1/2016,653.8752
1/1/2016,292.8816
1/1/2016,1987.3568
1/1/2016,406.4016
1/1/2016,410.9424
1/1/2016,1202.5552
1/1/2016,1089.0352
1/1/2016,1015.6256
1/1/2016,2629.88
1/1/2016,979.2992
1/1/2016,2732.048
1/1/2016,830.9664
1/1/2016,830.2096
1/1/2016,867.2928
1/1/2016,1036.816
1/1/2016,4383.3856
1/1/2016,625.1168
1/1/2016,1149.5792
1/1/2016,363.264
1/1/2016,900.592
1/1/2016,1184.392
1/1/2016,1111.7392
1/1/2016,1184.392
1/1/2016,741.664
1/1/2016,1030.7616
1/1/2016,833.9936
1/1/2016,993.6784
1/1/2016,555.4912
1/1/2016,552.464
1/1/2016,576.6816
1/1/2016,705.3376
1/1/2016,846.1024
1/1/2016,1039.8432
1/1/2016,921.0256
1/1/2016,991.408
1/1/2016,525.2192
1/1/2016,432.8896
1/1/2016,432.8896
1/1/2016,597.1152
1/1/2016,684.904
